suite,shot,method,n_bins,n_dof,fits_data,seconds,resid_pct,resid_unsat_pct,n_imputed_channels,hi10_frac,centroid_mev,n_eff_bins,wasserstein_mev,total_variation,log_rms,hi10_frac_err,truth_hi10_frac,truth_n_eff_bins,truth_a4,truth_a3,truth_has_bump,pred_a4,a4_err,pred_a4_sigma,a4_within_1sig
synthetic-offprior,offprior_0001,TSVD_NN,100,7,True,0.012585999997099862,27.38174578745606,27.38174578745606,0,0.06673485633271604,17.96018869156835,4.344679784596314,1.1413917312477706,0.1703789946276223,1.9821940940637617,0.025399675639438117,0.04133518069327793,6.330397522399795,35.030172593925116,0.0,False,,,,
synthetic-offprior,offprior_0001,truth (reference),200,6,False,0.0,27.83971293259306,27.83971293259306,0,0.04133518069327793,13.165082751280808,6.330397522399795,0.0,0.0,0.0,0.0,0.04133518069327793,6.330397522399795,35.030172593925116,,False,,,,
synthetic-offprior,offprior_0002,CNN n50,50,50,False,0.04669529999955557,35.13811340287597,35.13811340287597,0,0.017284913733834176,17.730526570986868,4.566416063328529,0.5201051581170048,0.07200491283836442,0.931433932783826,0.013137551064452323,0.004147362669381854,3.7370864091699803,23.075304914628482,0.0,False,,,,
synthetic-offprior,offprior_0002,DNN spectrum n20,20,20,False,0.047207600000547245,39.61727858364875,39.61727858364875,0,0.0,,2.777777780046631,0.6129440980335079,0.21510017007125226,2.723660905261241,0.004147362669381854,0.004147362669381854,3.7370864091699803,23.075304914628482,0.0,False,,,,
synthetic-offprior,offprior_0002,DNN classifier n50,50,50,False,0.04656719999911729,36.598100535796405,36.598100535796405,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,1.2129158733331182,0.7560519519786592,3.1391675150835323,0.0041461358693126735,0.004147362669381854,3.7370864091699803,23.075304914628482,0.0,False,,,,
synthetic-offprior,offprior_0002,PFF ensemble,200,6,False,0.24045850000402424,35.75004592734434,35.75004592734434,0,0.010292594673007308,12.189574485382002,4.147463554275294,0.22816505499002504,0.03952201879901591,0.34932949000817587,0.006145232003625455,0.004147362669381854,3.7370864091699803,23.075304914628482,0.0,False,,,,
synthetic-offprior,offprior_0002,TSVD_NN,100,7,True,0.014742400002432987,34.71593980887563,34.71593980887563,0,0.009446556638362795,48.5,3.8763897113949977,0.5256746863789593,0.0851766792371014,2.1644538476321187,0.005299193968980941,0.004147362669381854,3.7370864091699803,23.075304914628482,0.0,False,,,,
synthetic-offprior,offprior_0002,truth (reference),200,6,False,0.0,36.4031158120236,36.4031158120236,0,0.004147362669381854,11.868543192755128,3.7370864091699803,0.0,0.0,0.0,0.0,0.004147362669381854,3.7370864091699803,23.075304914628482,,False,,,,
synthetic-offprior,offprior_0003,CNN n50,50,50,False,0.059135799994692206,31.842853715012254,31.842853715012254,0,0.01932640853898355,19.396622589810562,4.206492466231088,0.29983021829357637,0.046481121551044405,0.9106975208854837,0.007729167729815639,0.01159724080916791,4.561373694260967,37.15069810022193,0.0,False,,,,
synthetic-offprior,offprior_0003,DNN spectrum n20,20,20,False,0.04881760000716895,35.814600898494305,35.814600898494305,0,0.0,,2.7777777778101282,0.9806868375824471,0.26260706422819885,2.7834549478852226,0.01159724080916791,0.01159724080916791,4.561373694260967,37.15069810022193,0.0,False,,,,
synthetic-offprior,offprior_0003,DNN classifier n50,50,50,False,0.05352570000104606,33.24523492026247,33.24523492026247,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,1.499905370133718,0.7697043598663358,3.12078642377989,0.011596014009098729,0.01159724080916791,4.561373694260967,37.15069810022193,0.0,False,,,,
synthetic-offprior,offprior_0003,PFF ensemble,200,6,False,0.26121209999837447,32.763279366329485,32.763279366329485,0,0.008357955024406642,12.43360111642374,3.980944497789013,0.2695113373014295,0.052337492248968616,0.35116495931900477,0.003239285784761268,0.01159724080916791,4.561373694260967,37.15069810022193,0.0,False,,,,
synthetic-offprior,offprior_0003,TSVD_NN,100,7,True,0.00569079999695532,30.251604821922033,30.251604821922033,0,0.04027491820306323,29.04875782629896,2.0319635494935326,1.8437513635881855,0.3418688051662266,2.56065813507663,0.028677677393895325,0.01159724080916791,4.561373694260967,37.15069810022193,0.0,False,,,,
synthetic-offprior,offprior_0003,truth (reference),200,6,False,0.0,32.46200542762079,32.46200542762079,0,0.01159724080916791,12.280686124520425,4.561373694260967,0.0,0.0,0.0,0.0,0.01159724080916791,4.561373694260967,37.15069810022193,,False,,,,
synthetic-offprior,offprior_0004,CNN n50,50,50,False,0.04863810000824742,28.966130045179032,28.966130045179032,0,0.19687892956931555,17.603105695860915,11.170475917851162,0.8997487669264599,0.05069506500768343,0.6534622195635104,0.045879134184015846,0.1509997953852997,10.611629157764861,35.26295096508638,0.0,False,,,,
synthetic-offprior,offprior_0004,DNN spectrum n20,20,20,False,0.0441527000075439,47.29634403415438,47.29634403415438,0,0.0,,2.7777820895708474,4.00271332093282,0.5671839346451802,3.196534584723128,0.1509997953852997,0.1509997953852997,10.611629157764861,35.26295096508638,0.0,False,,,,
synthetic-offprior,offprior_0004,DNN classifier n50,50,50,False,0.0448498999903677,40.436131111610344,40.436131111610344,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,4.147146996250422,0.8574296671315679,3.357944683650274,0.15099856858523053,0.1509997953852997,10.611629157764861,35.26295096508638,0.0,False,,,,
synthetic-offprior,offprior_0004,PFF ensemble,200,6,False,0.22936379999737255,29.85396100092092,29.85396100092092,0,0.15853477557330203,15.124158775759264,10.600143486090614,0.1044074113542349,0.016247035660227723,0.08470540170771797,0.007534980188002333,0.1509997953852997,10.611629157764861,35.26295096508638,0.0,False,,,,
synthetic-offprior,offprior_0004,TSVD_NN,100,7,True,0.01281590000144206,28.51348769369247,28.51348769369247,0,0.16797312499139058,20.462737263398225,8.479232713729445,1.6460243786001698,0.21597096272676583,2.4283605413291913,0.01697332960609088,0.1509997953852997,10.611629157764861,35.26295096508638,0.0,False,,,,
synthetic-offprior,offprior_0004,truth (reference),200,6,False,0.0,29.872573034404244,29.872573034404244,0,0.1509997953852997,15.285806538166478,10.611629157764861,0.0,0.0,0.0,0.0,0.1509997953852997,10.611629157764861,35.26295096508638,,False,,,,
synthetic-offprior,offprior_0005,CNN n50,50,50,False,0.04703700001118705,25.396664603040627,25.396664603040627,0,0.16185654976793157,19.825513305970397,9.82542470672428,1.050246040244812,0.09608812031024781,0.6147262613300519,0.011361041856025628,0.1732175916239572,11.438140830189854,9.893622290507675,0.0,False,,,,
synthetic-offprior,offprior_0005,DNN spectrum n20,20,20,False,0.04774280000128783,39.03988889937449,39.03988889937449,0,0.0,,2.7777777777909067,4.413033603291439,0.5910549663693172,3.2866123676582326,0.1732175916239572,0.1732175916239572,11.438140830189854,9.893622290507675,0.0,False,,,,
synthetic-offprior,offprior_0005,DNN classifier n50,50,50,False,0.0469745000009425,32.86894484791088,32.86894484791088,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,4.534554611004813,0.865068579014344,3.4422747179023006,0.17321636482388802,0.1732175916239572,11.438140830189854,9.893622290507675,0.0,False,,,,
synthetic-offprior,offprior_0005,PFF ensemble,200,6,False,0.2350975000008475,26.05968231645718,26.05968231645718,0,0.13368697828447187,14.546421742745757,8.82219911473562,1.085393958518441,0.10910607875584037,0.8501067566839503,0.03953061333948532,0.1732175916239572,11.438140830189854,9.893622290507675,0.0,False,,,,
synthetic-offprior,offprior_0005,TSVD_NN,100,7,True,0.004981699996278621,25.151683303373744,25.151683303373744,0,0.17662965195952238,16.41694314010317,3.691579260562116,2.843332048360533,0.5320142699091823,3.0954214327773735,0.0034120603355651813,0.1732175916239572,11.438140830189854,9.893622290507675,0.0,False,,,,
synthetic-offprior,offprior_0005,truth (reference),200,6,False,0.0,25.703373516990048,25.703373516990048,0,0.1732175916239572,15.684710262401582,11.438140830189854,0.0,0.0,0.0,0.0,0.1732175916239572,11.438140830189854,9.893622290507675,,False,,,,
synthetic-offprior,offprior_0006,CNN n50,50,50,False,0.053072700000484474,30.21250124478849,30.21250124478849,0,0.09742102403270878,18.920661710994214,7.615433120385908,0.9573570950763075,0.04628080512985938,1.2265848329416977,0.03916125538496671,0.058259768647742065,7.082543835157771,35.238880820315494,0.0,False,,,,
synthetic-offprior,offprior_0006,DNN spectrum n20,20,20,False,0.048536599992075935,41.432161132425186,41.432161132425186,0,0.0,,2.7777780658137106,2.2412429703566144,0.4261981893286834,2.8407696754036573,0.058259768647742065,0.058259768647742065,7.082543835157771,35.238880820315494,0.0,False,,,,
synthetic-offprior,offprior_0006,DNN classifier n50,50,50,False,0.04482970001117792,36.39308204722196,36.39308204722196,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,2.5361083319517186,0.8137818805265555,3.054754481104127,0.05825854184767289,0.058259768647742065,7.082543835157771,35.238880820315494,0.0,False,,,,
synthetic-offprior,offprior_0006,PFF ensemble,200,6,False,0.22958520000975113,31.23980603147423,31.23980603147423,0,0.055601144879115494,13.307059185667605,6.596739189642559,0.18935265389355613,0.030503599233646397,0.2573856975949597,0.002658623768626571,0.058259768647742065,7.082543835157771,35.238880820315494,0.0,False,,,,
synthetic-offprior,offprior_0006,TSVD_NN,100,7,True,0.010990000009769574,29.71980157144559,29.71980157144559,0,0.028649765671565644,39.00776761350997,2.1397848051162973,2.179462695040555,0.6673571193105278,2.7635731647323465,0.02961000297617642,0.058259768647742065,7.082543835157771,35.238880820315494,0.0,False,,,,
synthetic-offprior,offprior_0006,truth (reference),200,6,False,0.0,31.093833038531717,31.093833038531717,0,0.058259768647742065,13.540815822324234,7.082543835157771,0.0,0.0,0.0,0.0,0.058259768647742065,7.082543835157771,35.238880820315494,,False,,,,
synthetic-offprior,offprior_0007,CNN n50,50,50,False,0.047432000006665476,30.710043321999485,30.710043321999485,0,0.1947343632891919,18.46250815726664,11.639135810314599,4.149582777561772,0.41225824207322775,0.9414332738648827,0.2962796539769674,0.49101401726615934,16.483863388573425,11.968212922656093,75.37828470798603,True,,,,
synthetic-offprior,offprior_0007,DNN spectrum n20,20,20,False,0.04387029999634251,48.545711399960474,48.545711399960474,0,2.5099188856373148e-14,16.30470177878577,2.7777787937317666,7.769566234553611,0.8154361569367305,3.8789242222441787,0.49101401726613425,0.49101401726615934,16.483863388573425,11.968212922656093,75.37828470798603,True,,,,
synthetic-offprior,offprior_0007,DNN classifier n50,50,50,False,0.04573670000536367,42.18599432011696,42.18599432011696,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,7.7405248475164585,0.9434816294834876,4.098179406314236,0.49101279046609014,0.49101401726615934,16.483863388573425,11.968212922656093,75.37828470798603,True,,,,
synthetic-offprior,offprior_0007,PFF ensemble,200,6,False,0.23232980001193937,32.34463593870391,32.34463593870391,0,0.13463035994996853,13.631548035244583,8.249847468733376,4.705848046864582,0.45701295027954797,0.6121897620805014,0.3563836573161908,0.49101401726615934,16.483863388573425,11.968212922656093,75.37828470798603,True,13.703605651855469,1.7353927291993756,3.4230599403381348,True
synthetic-offprior,offprior_0007,TSVD_NN,100,7,True,0.00877270000637509,30.345514504341278,30.345514504341278,0,0.36627673912896885,14.603649295512739,5.5106036662558555,2.4174704931146027,0.5090400500324272,3.2209884645398748,0.12473727813719049,0.49101401726615934,16.483863388573425,11.968212922656093,75.37828470798603,True,,,,
synthetic-offprior,offprior_0007,truth (reference),200,6,False,0.0,30.60029040703338,30.60029040703338,0,0.49101401726615934,13.38828751384773,16.483863388573425,0.0,0.0,0.0,0.0,0.49101401726615934,16.483863388573425,11.968212922656093,,True,,,,
synthetic-offprior,offprior_0008,CNN n50,50,50,False,0.04715459998988081,27.473485749920584,27.473485749920584,0,0.36321372655475687,19.529973921476646,18.41725524583191,7.379763801033631,0.5555244719377249,0.9663034219212955,0.46455839738958965,0.8277721239443465,15.065706352864558,18.389522881984842,56.64520619739147,True,,,,
synthetic-offprior,offprior_0008,DNN spectrum n20,20,20,False,0.04592160000174772,47.446346021987374,47.446346021987374,0,0.0,,2.7777777777777772,14.108267103590704,0.8723912121009862,3.8209339790615084,0.8277721239443465,0.8277721239443465,15.065706352864558,18.389522881984842,56.64520619739147,True,,,,
synthetic-offprior,offprior_0008,DNN classifier n50,50,50,False,0.04339590000745375,40.62909222981974,40.62909222981974,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,14.065208412333975,0.9674132118978842,3.977821882292675,0.8277708971442773,0.8277721239443465,15.065706352864558,18.389522881984842,56.64520619739147,True,,,,
synthetic-offprior,offprior_0008,PFF ensemble,200,6,False,0.2413148000050569,28.86343135802889,28.86343135802889,0,0.2151000728134317,15.810373800242706,12.613980378638198,9.259466761307463,0.6452319787221722,0.9293333297770436,0.6126720511309148,0.8277721239443465,15.065706352864558,18.389522881984842,56.64520619739147,True,15.353726387023926,3.035796494960916,3.395488739013672,True
synthetic-offprior,offprior_0008,TSVD_NN,100,7,True,0.0056831999972928315,27.29334380330773,27.29334380330773,0,0.537363465712517,16.12333303664116,4.7976910184599415,8.727469533212762,0.7445107360095993,3.4867638968401344,0.2904086582318295,0.8277721239443465,15.065706352864558,18.389522881984842,56.64520619739147,True,,,,
synthetic-offprior,offprior_0008,truth (reference),200,6,False,0.0,27.504542013099325,27.504542013099325,0,0.8277721239443465,18.114828626413107,15.065706352864558,0.0,0.0,0.0,0.0,0.8277721239443465,15.065706352864558,18.389522881984842,,True,,,,
synthetic-offprior,offprior_0009,CNN n50,50,50,False,0.04872780000732746,29.397456180849932,29.397456180849932,0,0.22560822368264258,18.462295187962145,12.252661294579504,2.109876820151946,0.33348348518420756,0.9247510787008687,0.0599755918591002,0.2855838155417428,6.762284305953943,15.903642312831249,62.21319588198583,True,,,,
synthetic-offprior,offprior_0009,DNN spectrum n20,20,20,False,0.044872700003907084,45.01499283291161,45.01499283291161,0,0.0,,2.7777778506046666,4.517864569776705,0.4256601097809221,3.680504359379009,0.2855838155417428,0.2855838155417428,6.762284305953943,15.903642312831249,62.21319588198583,True,,,,
synthetic-offprior,offprior_0009,DNN classifier n50,50,50,False,0.046915099999750964,38.88502363632264,38.88502363632264,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,4.9280485412374135,0.8298907954727303,3.969542359640935,0.2855825887416736,0.2855838155417428,6.762284305953943,15.903642312831249,62.21319588198583,True,,,,
synthetic-offprior,offprior_0009,PFF ensemble,200,6,False,0.2344522999919718,31.0862528896099,31.0862528896099,0,0.1092006824076305,14.848544847587625,7.929535261358854,1.9410337367039734,0.2624896183186845,0.6062536310284595,0.17638313313411227,0.2855838155417428,6.762284305953943,15.903642312831249,62.21319588198583,True,16.454025268554688,0.550382955723439,3.5823607444763184,True
synthetic-offprior,offprior_0009,TSVD_NN,100,7,True,0.006990599998971447,28.84158861234901,28.84158861234901,0,0.1374883622918711,22.664807850923324,3.606249668357952,3.0458462606096455,0.3224379598102849,2.9667767503930245,0.14809545324987167,0.2855838155417428,6.762284305953943,15.903642312831249,62.21319588198583,True,,,,
synthetic-offprior,offprior_0009,truth (reference),200,6,False,0.0,29.36240873121298,29.36240873121298,0,0.2855838155417428,15.710518713866467,6.762284305953943,0.0,0.0,0.0,0.0,0.2855838155417428,6.762284305953943,15.903642312831249,,True,,,,
synthetic-offprior,offprior_0010,CNN n50,50,50,False,0.04596519999904558,31.102883794803173,31.102883794803173,0,0.050123412180395434,17.16390431247703,6.378745092593759,0.549109526339853,0.06495470440170434,0.9954568186170797,0.014709088991925572,0.064832501172321,7.355649185313827,18.304295818957492,0.0,False,,,,
synthetic-offprior,offprior_0010,DNN spectrum n20,20,20,False,0.04625790000136476,40.12559610109927,40.12559610109927,0,0.0,,2.777777777782838,2.3777757429694937,0.44008782378303735,2.8297693454062944,0.064832501172321,0.064832501172321,7.355649185313827,18.304295818957492,0.0,False,,,,
synthetic-offprior,offprior_0010,DNN classifier n50,50,50,False,0.04937409999547526,35.047125030771696,35.047125030771696,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,2.6564651403082586,0.8179325277387688,3.0346977652152343,0.06483127437225182,0.064832501172321,7.355649185313827,18.304295818957492,0.0,False,,,,
synthetic-offprior,offprior_0010,PFF ensemble,200,6,False,0.2533970000076806,31.802243784697154,31.802243784697154,0,0.043029151800344084,13.085564348467903,5.621217164950982,0.7545413914946075,0.10113361146875147,0.739431045239991,0.02180334937197692,0.064832501172321,7.355649185313827,18.304295818957492,0.0,False,,,,
synthetic-offprior,offprior_0010,TSVD_NN,100,7,True,0.0036554999969666824,30.580854864170497,30.580854864170497,0,0.017666957779397897,48.94088587258583,4.828408345136159,1.8166071055850073,0.23901150207670865,2.538494530658678,0.04716554339292311,0.064832501172321,7.355649185313827,18.304295818957492,0.0,False,,,,
synthetic-offprior,offprior_0010,truth (reference),200,6,False,0.0,31.29671451081309,31.29671451081309,0,0.064832501172321,13.677126265955968,7.355649185313827,0.0,0.0,0.0,0.0,0.064832501172321,7.355649185313827,18.304295818957492,,False,,,,
synthetic-offprior,offprior_0011,CNN n50,50,50,False,0.05366100001265295,38.08001076999583,38.08001076999583,0,0.6386895356654794,23.338767850010267,34.29492157771972,5.261015977741737,0.5976145153392964,1.2836513371257676,0.10505180701601291,0.7437413426814923,7.497028752117256,20.55363517840216,47.70526985019971,True,,,,
synthetic-offprior,offprior_0011,DNN spectrum n20,20,20,False,0.057875899990904145,67.3981808235447,67.3981808235447,0,0.0,,2.7777777777777772,14.462127903994169,0.8047720787272146,3.5441773382915827,0.7437413426814923,0.7437413426814923,7.497028752117256,20.55363517840216,47.70526985019971,True,,,,
synthetic-offprior,offprior_0011,DNN classifier n50,50,50,False,0.05320560000836849,59.80751216453142,59.80751216453142,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,14.471628664932824,0.9449562679794261,3.7732449796698293,0.7437401158814231,0.7437413426814923,7.497028752117256,20.55363517840216,47.70526985019971,True,,,,
synthetic-offprior,offprior_0011,PFF ensemble,200,6,False,0.5682758999901125,41.28350316275505,41.28350316275505,0,0.32215624602224907,17.704647672678377,17.23904521035608,8.188288629652329,0.6582583334960733,1.294612160679038,0.4215850966592432,0.7437413426814923,7.497028752117256,20.55363517840216,47.70526985019971,True,15.651342391967773,4.902292786434387,3.41200852394104,False
synthetic-offprior,offprior_0011,TSVD_NN,100,7,True,0.03482610000355635,36.77186313817584,36.77186313817584,0,0.9999999999999999,23.93118782168975,6.176631904057462,12.77079807892388,0.9952325816617487,3.823847248626591,0.2562586573185076,0.7437413426814923,7.497028752117256,20.55363517840216,47.70526985019971,True,,,,
synthetic-offprior,offprior_0011,truth (reference),200,6,False,0.0,38.763214952752854,38.763214952752854,0,0.7437413426814923,20.48467137700929,7.497028752117256,0.0,0.0,0.0,0.0,0.7437413426814923,7.497028752117256,20.55363517840216,,True,,,,
synthetic-offprior,offprior_0012,CNN n50,50,50,False,0.12384499999461696,31.601909197960246,31.601909197960246,0,0.37345591643311155,38.03641423787022,10.041423392649184,6.481909336764678,0.32501847849498866,1.232832326720021,0.11925939799923246,0.492715314432344,8.133531555122627,42.735899312824316,85.88466100394565,True,,,,
synthetic-offprior,offprior_0012,DNN spectrum n20,20,20,False,0.15295679999690037,65.76803710925194,65.76803710925194,0,0.0,,2.777777777777782,20.502431962329872,0.5402676860877264,3.3470312820409953,0.492715314432344,0.492715314432344,8.133531555122627,42.735899312824316,85.88466100394565,True,,,,
synthetic-offprior,offprior_0012,DNN classifier n50,50,50,False,0.1518729999952484,57.5848126067052,57.5848126067052,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,20.85583017535835,0.8742016611391679,3.570204515341175,0.4927140876322748,0.492715314432344,8.133531555122627,42.735899312824316,85.88466100394565,True,,,,
synthetic-offprior,offprior_0012,PFF ensemble,200,6,False,0.7902702999999747,32.481807948044555,32.481807948044555,0,0.7583692383350151,28.642772098377883,48.96815528602313,8.524197861854718,0.6889891656362257,1.73820871057284,0.2656539239026711,0.492715314432344,8.133531555122627,42.735899312824316,85.88466100394565,True,14.85864543914795,27.877253873676366,3.432363748550415,False
synthetic-offprior,offprior_0012,TSVD_NN,100,7,True,0.027265500000794418,30.574581477330437,30.574581477330437,0,0.3136603095160458,47.85250370410364,2.407907744421219,8.487244644475435,0.6103140818993571,3.2078895900257574,0.17905500491629822,0.492715314432344,8.133531555122627,42.735899312824316,85.88466100394565,True,,,,
synthetic-offprior,offprior_0012,truth (reference),200,6,False,0.0,30.927567696624923,30.927567696624923,0,0.492715314432344,42.879855712813786,8.133531555122627,0.0,0.0,0.0,0.0,0.492715314432344,8.133531555122627,42.735899312824316,,True,,,,
synthetic-offprior,offprior_0013,CNN n50,50,50,False,0.12791460000153165,30.47703398992696,30.47703398992696,0,0.08764629996578822,18.897472127118007,8.239036158735304,2.317127327405787,0.24412878185810583,1.2850871627824136,0.1903423838403978,0.277988683806186,11.114901990465205,11.98234191648623,24.013355890068297,True,,,,
synthetic-offprior,offprior_0013,DNN spectrum n20,20,20,False,0.15110119999735616,42.76995146247738,42.76995146247738,0,0.0,,2.777979316227344,4.672841296222351,0.5826837711036617,3.0257785004971214,0.277988683806186,0.277988683806186,11.114901990465205,11.98234191648623,24.013355890068297,True,,,,
synthetic-offprior,offprior_0013,DNN classifier n50,50,50,False,0.14331250000395812,37.15916733317828,37.15916733317828,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,4.862228638843285,0.8695340696259047,3.3351897462292843,0.2779874570061168,0.277988683806186,11.114901990465205,11.98234191648623,24.013355890068297,True,,,,
synthetic-offprior,offprior_0013,PFF ensemble,200,6,False,0.6105572000087705,31.372616939268525,31.372616939268525,0,0.07361573314198104,13.431047513249553,6.861024359011584,2.4231205654399455,0.25084402310905,0.39901001572271155,0.20437295066420497,0.277988683806186,11.114901990465205,11.98234191648623,24.013355890068297,True,13.696032524108887,1.713690607622656,3.5870089530944824,True
synthetic-offprior,offprior_0013,TSVD_NN,100,7,True,0.10667049999756273,30.36963220861395,30.36963220861395,0,0.04637163706011185,26.134548574546884,6.706252164945537,2.7263656604893383,0.25052479613148415,1.9719965985604286,0.23161704674607417,0.277988683806186,11.114901990465205,11.98234191648623,24.013355890068297,True,,,,
synthetic-offprior,offprior_0013,truth (reference),200,6,False,0.0,30.62001869873697,30.62001869873697,0,0.277988683806186,12.852641258727333,11.114901990465205,0.0,0.0,0.0,0.0,0.277988683806186,11.114901990465205,11.98234191648623,,True,,,,
synthetic-offprior,offprior_0014,CNN n50,50,50,False,0.13750949999666773,32.366184590894676,32.366184590894676,0,0.06983756964302795,22.68387835493488,5.532463069805101,1.3805360553901134,0.06417617455569564,1.3525137253147423,0.056169421809650115,0.013668147833377838,4.730412397972678,8.52298349913626,0.0,False,,,,
synthetic-offprior,offprior_0014,DNN spectrum n20,20,20,False,0.11190950000309385,34.32720264770113,34.32720264770113,0,2.166075652129915e-11,11.3,2.777777777898168,6.413117908287817,0.9641234967915707,3.0400570522672274,0.013668147811717081,0.013668147833377838,4.730412397972678,8.52298349913626,0.0,False,,,,
synthetic-offprior,offprior_0014,DNN classifier n50,50,50,False,0.11854809999931604,35.63689364535234,35.63689364535234,0,1.2268000691806037e-06,24.499999999969372,1.000002471671028,1.5632079925463669,0.7727952282043424,3.117470104600689,0.013666921033308656,0.013668147833377838,4.730412397972678,8.52298349913626,0.0,False,,,,
synthetic-offprior,offprior_0014,PFF ensemble,200,6,False,0.6468350999930408,33.56419637287878,33.56419637287878,0,0.027941515319653512,12.981635544880257,4.850252423629479,0.15809379412387042,0.014550519848627371,0.23273805864600125,0.014273367486275675,0.013668147833377838,4.730412397972678,8.52298349913626,0.0,False,,,,
synthetic-offprior,offprior_0014,TSVD_NN,100,7,True,0.05031510000117123,31.71952623878912,31.71952623878912,0,0.021812894830710385,47.787994980608424,3.4299658510724815,1.383168153836465,0.14084449146020153,2.3480572637181782,0.008144746997332548,0.013668147833377838,4.730412397972678,8.52298349913626,0.0,False,,,,
synthetic-offprior,offprior_0014,truth (reference),200,6,False,0.0,33.967986376253556,33.967986376253556,0,0.013668147833377838,12.365204805200092,4.730412397972678,0.0,0.0,0.0,0.0,0.013668147833377838,4.730412397972678,8.52298349913626,,False,,,,
synthetic-offprior,offprior_0015,CNN n50,50,50,False,0.11817309999605641,30.746745622497293,30.746745622497293,0,0.2887884766237421,20.881045156841367,12.328356938675027,3.6545165285144496,0.36954922003355467,0.9749592848518498,0.20871456613285772,0.4975030427565998,9.743939852068861,19.00349965853436,84.27084431879564,True,,,,
