peak_frac,early_frac,sat_frac,shot
0.01,0.5628097653388977,0.05,synth_131
0.035,0.6433333158493042,0.0,synth_132
0.01,0.5893654227256775,0.0,synth_133
0.02,0.5879808664321899,0.0,synth_134
0.015,0.6421594023704529,0.0,synth_135
0.005,0.6092061400413513,0.05,synth_136
0.01,0.522392749786377,0.06,synth_137
0.025,0.6261584162712097,0.0,synth_138
0.03,0.5557488203048706,0.0,synth_139
0.005,0.6246118545532227,0.06,synth_140
0.0,0.6014695763587952,0.035,synth_141
0.005,0.6505506634712219,0.0,synth_142
0.025,0.5750219225883484,0.0,synth_143
0.01,0.669998288154602,0.0,synth_144
0.025,0.5507091879844666,0.0,synth_145
0.005,0.6257138252258301,0.04,synth_146
0.005,0.6117674112319946,0.0,synth_147
0.01,0.6356548070907593,0.0,synth_148
0.04,0.5714510679244995,0.0,synth_149
0.03,0.5772437453269958,0.0,synth_150
0.02,0.6269399523735046,0.0,synth_151
0.01,0.6287834644317627,0.0,synth_152
0.035,0.576758861541748,0.0,synth_153
0.02,0.6017342805862427,0.0,synth_154
0.02,0.6051454544067383,0.0,synth_155
0.005,0.6239264011383057,0.0,synth_156
0.015,0.5972003936767578,0.03,synth_157
0.02,0.5995972752571106,0.015,synth_158
0.02,0.5957434773445129,0.0,synth_159
0.01,0.6354159712791443,0.0,synth_160
0.025,0.6221523284912109,0.0,synth_161
0.01,0.6409991383552551,0.0,synth_162
0.01,0.6439552903175354,0.0,synth_163
0.0,0.5870503187179565,0.06,synth_164
0.005,0.5969851016998291,0.0,synth_165
0.02,0.5746474266052246,0.0,synth_166
0.01,0.6323221921920776,0.0,synth_167
0.01,0.6270519495010376,0.0,synth_168
0.035,0.5763231515884399,0.0,synth_169
0.055,0.5496877431869507,0.0,synth_170
0.005,0.6447694897651672,0.0,synth_171
0.005,0.6464564800262451,0.055,synth_172
0.005,0.5680971145629883,0.075,synth_173
0.025,0.6253629326820374,0.0,synth_174
0.025,0.5909827351570129,0.0,synth_175
0.005,0.5999677777290344,0.06,synth_176
0.01,0.563601016998291,0.07,synth_177
0.025,0.5814277529716492,0.0,synth_178
0.025,0.6023516654968262,0.0,synth_179
0.005,0.6023787260055542,0.055,synth_180
0.01,0.6326578855514526,0.0,synth_181
0.025,0.5874186754226685,0.0,synth_182
0.02,0.5682994723320007,0.0,synth_183
0.03,0.5742778182029724,0.0,synth_184
0.005,0.6526095271110535,0.0,synth_185
0.01,0.6648065447807312,0.01,synth_186
0.035,0.6549153923988342,0.0,synth_187
0.02,0.5838571786880493,0.01,synth_188
0.01,0.567643940448761,0.065,synth_189
0.005,0.654647707939148,0.0,synth_190
0.01,0.6161895394325256,0.0,synth_191
0.015,0.6082407832145691,0.025,synth_192
0.01,0.6257164478302002,0.0,synth_193
0.03,0.5802450180053711,0.0,synth_194
0.01,0.6194808483123779,0.0,synth_195
0.01,0.643709659576416,0.02,synth_196
0.01,0.6587362885475159,0.0,synth_197
0.02,0.5859772562980652,0.0,synth_198
0.02,0.598924994468689,0.0,synth_199
0.005,0.5451692938804626,0.08,synth_200
0.005,0.639421820640564,0.0,synth_201
0.005,0.6085029244422913,0.045,synth_202
0.045,0.5772770643234253,0.0,synth_203
0.015,0.6301109790802002,0.0,synth_204
0.015,0.5492279529571533,0.045,synth_205
0.005,0.5483706593513489,0.07,synth_206
0.03,0.5720487236976624,0.0,synth_207
0.03,0.5490763783454895,0.0,synth_208
0.005,0.6237713098526001,0.01,synth_209
0.015,0.6228365898132324,0.005,synth_210
0.02,0.6233465671539307,0.0,synth_211
0.015,0.6007341146469116,0.0,synth_212
0.005,0.6220567226409912,0.0,synth_213
0.005,0.5783830285072327,0.065,synth_214
0.025,0.6022013425827026,0.0,synth_215
0.05,0.5663864016532898,0.0,synth_216
0.03,0.5480371117591858,0.0,synth_217
0.01,0.622133195400238,0.025,synth_218
0.02,0.6236315965652466,0.0,synth_219
0.02,0.5943459868431091,0.0,synth_220
0.005,0.6708576083183289,0.01,synth_221
0.03,0.5792636275291443,0.0,synth_222
0.02,0.5986533164978027,0.0,synth_223
0.025,0.6493330001831055,0.0,synth_224
0.03,0.5989799499511719,0.0,synth_225
0.01,0.5905747413635254,0.055,synth_226
0.04,0.6681560277938843,0.0,synth_227
0.015,0.6054545640945435,0.0,synth_228
0.015,0.6043609976768494,0.0,synth_229
0.005,0.6337131857872009,0.005,synth_230
0.005,0.5795422792434692,0.04,synth_231
0.005,0.6555123329162598,0.005,synth_232
0.005,0.5883694887161255,0.025,synth_233
0.02,0.5966020226478577,0.0,synth_234
0.025,0.644957959651947,0.0,synth_235
0.05,0.5630092024803162,0.0,synth_236
0.02,0.6188802123069763,0.0,synth_237
0.0,0.6139132976531982,0.015,synth_238
0.02,0.5794630646705627,0.0,synth_239
0.03,0.6216858625411987,0.0,synth_240
0.03,0.609054446220398,0.0,synth_241
0.02,0.6332407593727112,0.0,synth_242
0.015,0.6027247309684753,0.0,synth_243
0.005,0.6228804588317871,0.045,synth_244
0.005,0.5765063166618347,0.06,synth_245
0.02,0.5454822182655334,0.0,synth_246
0.01,0.5824819803237915,0.0,synth_247
0.005,0.6379250288009644,0.0,synth_248
0.01,0.6159167289733887,0.0,synth_249
0.02,0.6365149021148682,0.0,synth_250
0.01,0.5133984684944153,0.06,synth_251
0.01,0.6517153382301331,0.0,synth_252
0.01,0.5338802933692932,0.065,synth_253
0.01,0.5994292497634888,0.0,synth_254
0.01,0.6243392825126648,0.0,synth_255
0.015,0.6397941708564758,0.0,synth_256
0.005,0.6777788400650024,0.01,synth_257
0.0,0.588949978351593,0.055,synth_258
0.01,0.5858948826789856,0.035,synth_259
0.005,0.6611732244491577,0.0,synth_260
0.005,0.6323887705802917,0.0,synth_261
0.04,0.6298349499702454,0.0,synth_262
0.0,0.6479126811027527,0.015,synth_263
0.01,0.6368323564529419,0.0,synth_264
0.035,0.591622531414032,0.0,synth_265
0.02,0.5995672345161438,0.0,synth_266
0.015,0.5846794843673706,0.0,synth_267
0.015,0.635504961013794,0.0,synth_268
0.0,0.6724434494972229,0.03,synth_269
0.03,0.5605728030204773,0.0,synth_270
0.02,0.5575266480445862,0.0,synth_271
0.005,0.5896831750869751,0.065,synth_272
0.015,0.6046385765075684,0.0,synth_273
0.03,0.6386950016021729,0.0,synth_274
0.015,0.6457037925720215,0.0,synth_275
0.015,0.5853962302207947,0.035,synth_276
0.005,0.660202145576477,0.045,synth_277
0.01,0.6185758113861084,0.0,synth_278
0.02,0.5662546753883362,0.0,synth_279
0.01,0.5160432457923889,0.055,synth_280
0.015,0.5601094365119934,0.02,synth_281
0.02,0.5716877579689026,0.015,synth_282
0.02,0.6190186738967896,0.0,synth_283
0.025,0.5575981736183167,0.0,synth_284
0.02,0.5639275312423706,0.0,synth_285
0.01,0.6417393088340759,0.0,synth_286
0.005,0.6312124729156494,0.05,synth_287
0.02,0.5654122829437256,0.0,synth_288
0.0,0.6179056167602539,0.0,synth_289
0.015,0.5438830852508545,0.03,synth_290
0.02,0.6094564199447632,0.0,synth_291
0.015,0.5628852248191833,0.04,synth_292
0.045,0.5780973434448242,0.0,synth_293
0.04,0.5617164969444275,0.0,synth_294
0.005,0.652588963508606,0.0,synth_295
0.01,0.6190276741981506,0.0,synth_296
0.015,0.6287159323692322,0.0,synth_297
0.03,0.558059573173523,0.0,synth_298
0.01,0.5773739814758301,0.045,synth_299
0.015,0.6538819074630737,0.0,synth_300
0.005,0.6297303438186646,0.0,synth_301
0.035,0.5950556397438049,0.0,synth_302
0.03,0.6130847930908203,0.0,synth_303
0.005,0.5606557726860046,0.08,synth_304
0.025,0.671798050403595,0.0,synth_305
0.035,0.5659950375556946,0.0,synth_306
0.045,0.6238248348236084,0.0,synth_307
0.005,0.6570795178413391,0.025,synth_308
0.005,0.5964415669441223,0.06,synth_309
0.025,0.5982701182365417,0.0,synth_310
0.015,0.6330031156539917,0.0,synth_311
0.005,0.5978479981422424,0.04,synth_312
0.01,0.632199227809906,0.0,synth_313
0.015,0.6156043410301208,0.0,synth_314
0.03,0.6305373311042786,0.0,synth_315
0.005,0.6264446377754211,0.0,synth_316
0.005,0.6417818665504456,0.0,synth_317
0.02,0.5828728079795837,0.0,synth_318
0.025,0.5998796820640564,0.0,synth_319
0.04,0.5609199404716492,0.0,synth_320
0.01,0.6207043528556824,0.0,synth_321
0.055,0.5877628326416016,0.0,synth_322
0.01,0.622641384601593,0.0,synth_323
0.015,0.633928120136261,0.0,synth_324
0.0,0.6160508394241333,0.045,synth_325
0.02,0.6144771575927734,0.0,synth_326
0.03,0.6005439758300781,0.0,synth_327
0.02,0.6348500847816467,0.0,synth_328
0.01,0.5926427245140076,0.015,synth_329
0.0,0.6081209778785706,0.05,synth_330
0.005,0.6620154976844788,0.04,synth_331
0.02,0.5739412307739258,0.0,synth_332
0.015,0.6112755537033081,0.0,synth_333
0.03,0.5589126944541931,0.0,synth_334
0.01,0.593930184841156,0.015,synth_335
0.02,0.6060216426849365,0.0,synth_336
0.01,0.6595066785812378,0.0,synth_337
0.005,0.5901157259941101,0.05,synth_338
0.02,0.6178775429725647,0.0,synth_339
0.02,0.6451026797294617,0.0,synth_340
0.025,0.5389759540557861,0.0,synth_341
0.02,0.5858612060546875,0.0,synth_342
0.005,0.6039535999298096,0.045,synth_343
0.015,0.5915336608886719,0.025,synth_344
0.015,0.6222296357154846,0.0,synth_345
0.015,0.6185197830200195,0.0,synth_346
0.005,0.5768199563026428,0.065,synth_347
0.015,0.5895299911499023,0.0,synth_348
0.005,0.6509799361228943,0.01,synth_349
0.01,0.6471405625343323,0.005,synth_350
0.025,0.5481337904930115,0.0,synth_351
0.04,0.5905712842941284,0.0,synth_352
0.02,0.5549584031105042,0.03,synth_353
0.025,0.586958110332489,0.0,synth_354
0.005,0.6645506620407104,0.0,synth_355
0.005,0.6733308434486389,0.0,synth_356
0.01,0.6450856328010559,0.0,synth_357
0.005,0.6159234642982483,0.02,synth_358
0.005,0.6211637854576111,0.0,synth_359
0.005,0.6401678919792175,0.0,synth_360
0.005,0.6479838490486145,0.0,synth_361
0.01,0.6560255885124207,0.0,synth_362
0.01,0.6427172422409058,0.0,synth_363
0.0,0.5983638167381287,0.065,synth_364
0.01,0.5439857244491577,0.05,synth_365
0.005,0.6295862793922424,0.02,synth_366
0.02,0.6494854092597961,0.0,synth_367
0.015,0.5804125666618347,0.0,synth_368
0.02,0.5763766765594482,0.0,synth_369
0.015,0.6820341944694519,0.0,synth_370
0.015,0.5939992070198059,0.0,synth_371
0.005,0.6508333683013916,0.025,synth_372
0.02,0.5912380218505859,0.0,synth_373
0.005,0.632109522819519,0.05,synth_374
0.01,0.536461591720581,0.06,synth_375
0.005,0.6586034297943115,0.0,synth_376
0.015,0.6101459860801697,0.0,synth_377
0.0,0.608580470085144,0.05,synth_378
0.0,0.5987417101860046,0.04,synth_379
0.015,0.6179146766662598,0.0,synth_380
0.02,0.606505811214447,0.0,synth_381
0.005,0.6436840891838074,0.0,synth_382
0.04,0.6124439239501953,0.005,synth_383
0.01,0.5963913202285767,0.0,synth_384
0.025,0.5964784026145935,0.0,synth_385
0.025,0.5683382749557495,0.0,synth_386
0.0,0.6197229623794556,0.01,synth_387
0.015,0.6110038161277771,0.0,synth_388
0.01,0.6287454962730408,0.0,synth_389
0.0,0.6420613527297974,0.005,synth_390
0.04,0.5738191604614258,0.0,synth_391
0.035,0.6358601450920105,0.0,synth_392
0.01,0.6506147980690002,0.0,synth_393
0.01,0.6037965416908264,0.025,synth_394
0.005,0.5161190032958984,0.1,synth_395
0.005,0.5543373823165894,0.07,synth_396
0.01,0.6338875889778137,0.0,synth_397
0.015,0.6353752017021179,0.0,synth_398
0.045,0.5626767873764038,0.0,synth_399
0.01,0.6492814421653748,0.0,synth_400
0.005,0.5977463126182556,0.045,synth_401
0.03,0.6131339073181152,0.0,synth_402
0.025,0.6432670950889587,0.0,synth_403
0.02,0.642002522945404,0.0,synth_404
0.02,0.6424579620361328,0.0,synth_405
0.005,0.5663195848464966,0.045,synth_406
0.015,0.5919654965400696,0.0,synth_407
0.03,0.5785097479820251,0.0,synth_408
0.005,0.637037992477417,0.0,synth_409
0.01,0.6139681935310364,0.0,synth_410
0.005,0.675260603427887,0.0,synth_411
0.015,0.6251459121704102,0.005,synth_412
0.015,0.6145073175430298,0.0,synth_413
0.005,0.6509563326835632,0.0,synth_414
0.035,0.565143346786499,0.0,synth_415
0.015,0.6040896773338318,0.01,synth_416
0.01,0.6306336522102356,0.0,synth_417
0.025,0.6005479693412781,0.0,synth_418
0.04,0.5714006423950195,0.0,synth_419
0.015,0.606145977973938,0.0,synth_420
0.01,0.6127143502235413,0.0,synth_421
0.025,0.5362557172775269,0.0,synth_422
0.005,0.641202449798584,0.0,synth_423
0.02,0.638535737991333,0.0,synth_424
0.015,0.6691262722015381,0.0,synth_425
0.015,0.6486822366714478,0.0,synth_426
0.005,0.6266437768936157,0.0,synth_427
0.01,0.6585424542427063,0.0,synth_428
0.05,0.5878457427024841,0.0,synth_429
0.005,0.6333742141723633,0.0,synth_430
0.03,0.5875564217567444,0.0,synth_431
0.02,0.6134522557258606,0.0,synth_432
0.01,0.6928710341453552,0.0,synth_433
0.02,0.5626647472381592,0.0,synth_434
0.045,0.5850921869277954,0.0,synth_435
0.0,0.6134657263755798,0.065,synth_436
0.03,0.588227391242981,0.0,synth_437
0.01,0.6422767043113708,0.0,synth_438
0.02,0.610125720500946,0.0,synth_439
0.03,0.582709014415741,0.0,synth_440
0.005,0.605527400970459,0.065,synth_441
0.015,0.5947400331497192,0.0,synth_442
0.005,0.6455749273300171,0.0,synth_443
0.03,0.5941407680511475,0.0,synth_444
0.02,0.6097054481506348,0.0,synth_445
0.0,0.6142364144325256,0.07,synth_446
0.025,0.5266497135162354,0.0,synth_447
0.015,0.6294341683387756,0.0,synth_448
0.005,0.6493911147117615,0.03,synth_449
0.025,0.5576097965240479,0.0,synth_450
0.025,0.5569129586219788,0.0,synth_451
0.035,0.6048926711082458,0.0,synth_452
0.015,0.6280616521835327,0.0,synth_453
0.02,0.5356056690216064,0.0,synth_454
0.01,0.5997838973999023,0.0,synth_455
0.01,0.5440258383750916,0.075,synth_456
0.005,0.6321445107460022,0.0,synth_457
0.005,0.5956923365592957,0.0,synth_458
0.04,0.6005419492721558,0.0,synth_459
0.005,0.6356183290481567,0.0,synth_460
0.03,0.6379585266113281,0.0,synth_461
0.015,0.6290809512138367,0.0,synth_462
0.035,0.6614355444908142,0.005,synth_463
0.02,0.5771019458770752,0.005,synth_464
0.03,0.6005329489707947,0.01,synth_465
0.005,0.6093440055847168,0.03,synth_466
0.015,0.5554248094558716,0.06,synth_467
0.02,0.6239982843399048,0.0,synth_468
0.04,0.5874413847923279,0.0,synth_469
0.005,0.6543606519699097,0.0,synth_470
0.005,0.6560361385345459,0.0,synth_471
0.025,0.6175049543380737,0.0,synth_472
0.03,0.6473680138587952,0.0,synth_473
0.015,0.5679013133049011,0.04,synth_474
0.005,0.6248501539230347,0.02,synth_475
0.005,0.5942452549934387,0.035,synth_476
0.035,0.6500269174575806,0.0,synth_477
0.03,0.5384383201599121,0.0,synth_478
0.005,0.627982497215271,0.0,synth_479
0.01,0.5571421980857849,0.075,synth_480
0.005,0.5823298096656799,0.065,synth_481
0.02,0.592699408531189,0.0,synth_482
0.035,0.6003367304801941,0.0,synth_483
0.015,0.6175459027290344,0.0,synth_484
0.01,0.617476224899292,0.0,synth_485
0.02,0.6094219088554382,0.0,synth_486
0.015,0.6266201138496399,0.0,synth_487
0.025,0.6300399899482727,0.0,synth_488
0.025,0.5861769914627075,0.0,synth_489
0.025,0.5586251020431519,0.0,synth_490
0.015,0.6139218211174011,0.015,synth_491
0.01,0.6482405662536621,0.0,synth_492
0.025,0.5959945321083069,0.0,synth_493
0.015,0.6120258569717407,0.0,synth_494
0.015,0.610906183719635,0.0,synth_495
0.015,0.6148335337638855,0.0,synth_496
0.005,0.5952246785163879,0.035,synth_497
0.01,0.5658482909202576,0.035,synth_498
0.01,0.6532939076423645,0.0,synth_499
